"Name","Year","Height","Weight","Lang_choice","English","Math","Language","History","Physics","Chemistry","Biology","Art"
"Student 7739",2017,175,76,"French",74,46,64,55,70,80,78,68
"Student 7740",2017,173,74,"Hindi",91,75,69,88,59,71,83,80
"Student 7741",2017,173,64,"Hindi",70,74,91,68,54,90,71,74
"Student 7742",2017,172,77,"Spanish",86,81,65,79,72,71,86,87
"Student 7743",2017,181,82,"Hindi",50,68,70,57,89,74,74,84
"Student 7744",2017,170,75,"German",67,75,60,67,77,87,71,67
"Student 7745",2017,163,44,"Hindi",77,100,68,62,61,66,68,56
"Student 7746",2017,173,80,"Hindi",78,77,64,75,77,99,64,58
"Student 7747",2017,169,54,"Hindi",75,82,78,65,55,68,76,60
"Student 7748",2017,166,73,"Hindi",44,53,70,73,94,75,74,77
"Student 7749",2017,174,89,"Hindi",79,72,79,62,70,80,57,60
"Student 7750",2017,169,65,"German",69,69,69,82,69,91,82,71
"Student 7751",2017,169,78,"Hindi",61,62,61,60,84,60,61,55
"Student 7752",2017,170,71,"Hindi",74,32,89,43,85,73,59,69
"Student 7753",2017,173,70,"French",63,71,68,55,71,59,88,84
"Student 7754",2017,165,65,"French",63,74,57,52,91,76,61,56
"Student 7755",2017,177,61,"French",65,75,82,67,61,67,73,77
"Student 7756",2017,167,61,"German",72,60,77,65,80,70,71,65
"Student 7757",2017,169,69,"Hindi",69,65,76,85,88,67,85,62
"Student 7758",2017,173,75,"French",58,91,49,61,91,60,75,33
"Student 7759",2017,175,75,"Spanish",77,62,81,73,73,76,75,56
"Student 7760",2017,172,72,"French",72,81,67,63,86,65,69,61
"Student 7761",2017,184,77,"Hindi",62,98,65,61,65,76,100,90
"Student 7762",2017,170,70,"Hindi",52,88,62,88,67,71,76,45
"Student 7763",2017,166,49,"Hindi",76,62,77,91,70,80,71,45
"Student 7764",2017,155,55,"Hindi",66,73,76,78,63,74,78,60
"Student 7765",2017,175,66,"Spanish",70,60,57,38,77,86,67,65
"Student 7766",2017,172,55,"Hindi",74,78,72,71,74,87,98,72
"Student 7767",2017,162,76,"Spanish",67,62,71,76,66,75,75,44
"Student 7768",2017,179,74,"Hindi",60,60,75,69,73,100,59,79
"Student 7769",2017,176,76,"French",81,71,68,61,64,72,64,68
"Student 7770",2017,171,74,"German",70,87,71,68,58,88,71,54
"Student 7771",2017,173,58,"Spanish",81,68,65,58,66,80,83,48
"Student 7772",2017,175,78,"French",71,57,66,82,62,100,58,75
"Student 7773",2017,176,82,"French",60,72,74,68,77,55,55,51
"Student 7774",2017,168,61,"Hindi",67,91,73,78,71,66,73,70
"Student 7775",2017,174,55,"French",63,51,72,82,54,62,82,83
"Student 7776",2017,171,55,"French",56,64,62,80,67,86,71,72
"Student 7777",2017,168,49,"German",84,67,63,61,78,63,76,67
"Student 7778",2017,164,72,"Hindi",73,95,77,63,91,78,73,51
"Student 7779",2017,177,71,"Spanish",67,67,76,53,75,60,83,92
"Student 7780",2017,164,71,"German",81,87,79,66,61,82,79,49
"Student 7781",2017,173,76,"Hindi",62,75,67,58,62,70,69,63
"Student 7782",2017,172,66,"Spanish",68,71,73,53,77,93,91,75
"Student 7783",2017,176,99,"Spanish",73,62,65,83,89,64,67,54
"Student 7784",2017,166,66,"Hindi",60,71,61,66,76,61,71,84
"Student 7785",2017,176,74,"French",60,45,86,73,80,77,69,82
"Student 7786",2017,170,74,"Hindi",55,65,65,62,75,76,80,59
"Student 7787",2017,170,70,"Hindi",89,89,64,89,92,92,67,41
"Student 7788",2017,166,58,"French",61,88,73,69,66,85,99,62
"Student 7789",2017,175,72,"Hindi",67,100,58,75,74,81,68,60
"Student 7790",2017,177,82,"German",65,92,66,66,68,66,81,58
"Student 7791",2017,175,53,"Hindi",71,97,56,65,88,89,67,57
"Student 7792",2017,169,54,"Spanish",63,86,59,55,90,61,73,67
"Student 7793",2017,172,69,"Hindi",58,83,73,61,62,67,67,58
"Student 7794",2017,182,60,"Hindi",69,77,72,66,66,71,67,68
"Student 7795",2017,172,62,"Hindi",76,66,68,79,91,85,76,77
"Student 7796",2017,158,61,"German",70,68,78,55,70,76,84,53
"Student 7797",2017,176,73,"German",79,47,63,65,64,81,74,81
"Student 7798",2017,177,74,"Spanish",91,64,77,71,63,81,80,52
"Student 7799",2017,182,86,"Hindi",66,89,74,72,85,73,88,69
"Student 7800",2017,169,80,"Hindi",79,58,62,67,90,73,78,44
"Student 7801",2017,176,72,"Spanish",69,72,69,61,59,56,84,72
"Student 7802",2017,168,53,"French",78,74,71,52,78,100,78,61
"Student 7803",2017,169,62,"French",85,72,69,57,100,84,59,83
"Student 7804",2017,169,78,"German",69,67,81,59,67,67,70,34
"Student 7805",2017,178,112,"German",74,70,76,70,66,87,73,68
"Student 7806",2017,177,81,"Hindi",62,81,58,74,81,81,72,67
"Student 7807",2017,174,79,"Spanish",71,94,71,47,82,73,80,70
"Student 7808",2017,170,69,"French",63,57,78,59,79,62,72,71
"Student 7809",2017,174,98,"Spanish",84,56,70,65,88,77,77,62
"Student 7810",2017,166,66,"German",63,71,65,81,93,83,59,50
"Student 7811",2017,174,69,"French",67,67,81,77,80,94,74,68
"Student 7812",2017,178,72,"Hindi",70,75,55,58,89,70,85,77
"Student 7813",2017,180,72,"Hindi",76,71,51,53,96,62,72,43
"Student 7814",2017,181,101,"Hindi",82,59,76,73,68,69,55,54
"Student 7815",2017,178,87,"German",70,67,58,65,71,92,74,42
"Student 7816",2017,176,83,"French",79,67,69,63,76,80,67,76
"Student 7817",2017,172,52,"German",75,72,71,83,82,87,62,68
"Student 7818",2017,173,83,"French",79,83,68,83,85,62,52,59
"Student 7819",2017,177,95,"Hindi",73,75,49,71,79,70,64,47
"Student 7820",2017,167,75,"Spanish",69,64,61,72,77,81,81,78
"Student 7821",2017,175,76,"Spanish",76,83,73,75,77,68,75,69
"Student 7822",2017,175,78,"Spanish",71,82,80,72,67,86,78,66
"Student 7823",2017,163,44,"Spanish",82,100,73,88,56,60,95,84
"Student 7824",2017,174,73,"Hindi",58,93,89,69,79,93,74,55
"Student 7825",2017,170,49,"French",53,67,71,74,95,78,73,74
"Student 7826",2017,163,60,"German",76,78,72,74,73,79,75,49
"Student 7827",2017,171,61,"Spanish",72,93,65,59,81,72,73,69
"Student 7828",2017,165,64,"Spanish",55,69,65,66,82,82,65,42
"Student 7829",2017,169,94,"German",65,68,64,62,65,86,64,72
"Student 7830",2017,172,78,"Spanish",72,78,74,72,75,96,82,81
"Student 7831",2017,169,66,"Spanish",63,73,71,61,74,68,75,57
"Student 7832",2017,176,81,"Spanish",76,44,67,58,69,55,64,38
"Student 7833",2017,163,83,"German",64,63,76,60,75,82,79,80
"Student 7834",2017,173,77,"Hindi",74,88,67,72,97,78,79,71
"Student 7835",2017,165,68,"Hindi",66,64,73,69,73,94,72,68
"Student 7836",2017,159,54,"Hindi",89,68,91,83,72,72,77,60
"Student 7837",2017,168,52,"Hindi",78,78,72,62,74,58,75,53
"Student 7838",2017,176,90,"German",56,91,69,80,85,87,82,63
"Student 7839",2017,177,75,"Spanish",91,100,66,67,85,64,77,47
"Student 7840",2017,175,90,"French",81,97,73,64,89,100,82,69
"Student 7841",2017,178,85,"French",61,71,69,69,69,68,72,65
"Student 7842",2017,170,86,"Spanish",73,64,73,85,85,65,68,87
"Student 7843",2017,173,80,"French",66,90,62,56,85,95,68,80
"Student 7844",2017,172,66,"Hindi",62,89,62,54,72,60,89,56
"Student 7845",2017,171,74,"French",73,78,62,57,83,75,66,72
"Student 7846",2017,172,77,"Hindi",66,86,68,74,100,88,87,72
"Student 7847",2017,176,55,"Hindi",58,44,85,71,78,69,75,53
"Student 7848",2017,173,77,"German",72,60,74,74,79,81,60,76
"Student 7849",2017,170,65,"German",84,81,61,84,95,79,74,61
"Student 7850",2017,174,72,"Hindi",79,81,76,65,75,66,77,64
"Student 7851",2017,170,57,"Hindi",77,74,80,69,69,100,92,37
"Student 7852",2017,175,69,"French",56,63,64,64,73,86,74,62
"Student 7853",2017,178,70,"Hindi",60,64,88,74,100,78,72,39
"Student 7854",2017,165,60,"Hindi",91,31,54,50,63,67,74,77
"Student 7855",2017,169,60,"Hindi",73,54,71,62,81,81,72,69
"Student 7856",2017,178,83,"French",64,99,78,65,81,70,76,78
"Student 7857",2017,166,59,"Hindi",91,68,78,69,77,76,79,51
"Student 7858",2017,182,85,"German",54,95,66,70,95,81,78,70
"Student 7859",2017,175,77,"Hindi",61,75,65,80,47,83,69,68
"Student 7860",2017,172,59,"German",69,79,64,64,53,75,59,77
"Student 7861",2017,172,75,"Hindi",74,76,82,66,53,68,62,75
"Student 7862",2017,171,69,"Spanish",76,89,60,65,74,93,90,59
"Student 7863",2017,174,65,"Hindi",57,73,57,58,80,69,76,60
"Student 7864",2017,176,76,"Spanish",68,67,75,71,74,74,55,83
"Student 7865",2017,173,84,"Hindi",67,62,82,65,55,77,62,69
"Student 7866",2017,175,84,"Spanish",74,68,72,56,83,69,65,48
"Student 7867",2017,177,85,"German",54,46,73,66,65,95,76,72
"Student 7868",2017,177,68,"German",72,57,67,88,79,85,91,68
"Student 7869",2017,183,70,"Spanish",73,100,72,68,73,71,89,79
"Student 7870",2017,170,65,"German",79,73,73,57,82,80,72,54
"Student 7871",2017,177,79,"German",70,52,75,75,94,71,93,58
"Student 7872",2017,171,91,"German",78,71,73,65,100,73,78,58
"Student 7873",2017,172,94,"Spanish",79,59,66,66,68,87,72,59
"Student 7874",2017,177,64,"French",69,70,69,74,66,84,84,83
"Student 7875",2017,176,93,"Spanish",81,67,62,54,71,65,66,67
"Student 7876",2017,170,49,"Hindi",73,62,60,67,66,73,70,53
"Student 7877",2017,161,58,"Spanish",61,59,66,63,77,69,73,63
"Student 7878",2017,177,71,"Spanish",68,65,61,76,89,71,66,65
"Student 7879",2017,168,63,"French",78,60,83,83,57,91,71,94
"Student 7880",2017,156,69,"Hindi",56,71,75,57,76,75,61,94
"Student 7881",2017,166,83,"Spanish",66,86,82,71,85,50,67,79
"Student 7882",2017,174,81,"German",84,94,66,81,63,57,71,44
"Student 7883",2017,166,57,"Spanish",67,93,81,57,88,83,53,44
"Student 7884",2017,169,73,"German",82,69,62,78,92,84,77,27
"Student 7885",2017,170,67,"German",63,50,74,72,64,82,78,50
"Student 7886",2017,172,58,"Spanish",49,100,71,70,80,92,71,84
"Student 7887",2017,171,71,"Hindi",69,72,86,78,81,70,51,64
"Student 7888",2017,172,85,"German",60,88,62,49,80,68,75,85
"Student 7889",2017,169,71,"German",79,73,71,73,55,64,80,75
"Student 7890",2017,174,69,"Hindi",76,71,65,81,68,53,72,83
"Student 7891",2017,167,60,"French",65,75,72,64,94,77,78,57
"Student 7892",2017,170,77,"German",65,97,78,73,77,78,70,29
"Student 7893",2017,163,56,"Hindi",74,51,66,63,77,77,76,82
"Student 7894",2017,169,64,"German",70,80,71,72,72,68,69,67
"Student 7895",2017,177,78,"French",83,80,92,82,89,100,82,46
"Student 7896",2017,176,71,"Hindi",85,90,78,75,71,73,65,79
"Student 7897",2017,173,86,"German",67,56,63,80,62,69,91,76
"Student 7898",2017,177,86,"French",81,85,76,68,84,71,68,65
"Student 7899",2017,185,88,"German",60,85,66,73,74,67,61,69
"Student 7900",2017,172,81,"German",77,51,73,72,61,53,71,54
"Student 7901",2017,177,90,"Spanish",71,76,82,71,68,96,77,73
"Student 7902",2017,175,80,"German",74,58,59,59,72,78,62,64
"Student 7903",2017,174,64,"Spanish",67,61,84,53,79,67,73,60
"Student 7904",2017,173,62,"French",57,75,76,55,76,83,87,68
"Student 7905",2017,174,84,"German",75,47,67,48,87,91,72,76
"Student 7906",2017,171,60,"French",55,61,72,65,77,80,76,49
"Student 7907",2017,171,81,"German",86,53,79,67,91,80,76,94
"Student 7908",2017,175,82,"Hindi",78,90,58,69,68,58,76,60
"Student 7909",2017,168,49,"Hindi",71,100,68,77,77,78,81,56
"Student 7910",2017,176,75,"Spanish",84,98,82,63,82,75,82,87
"Student 7911",2017,180,87,"Spanish",63,62,73,71,85,78,73,75
"Student 7912",2017,168,73,"Spanish",71,64,78,83,67,84,72,58
"Student 7913",2017,168,63,"Spanish",68,97,72,66,59,78,67,55
"Student 7914",2017,176,62,"Hindi",72,61,80,66,64,65,82,52
"Student 7915",2017,169,56,"German",65,72,85,71,85,58,73,62
"Student 7916",2017,180,71,"Hindi",75,70,65,63,99,85,72,80
"Student 7917",2017,168,70,"Spanish",80,75,69,73,70,94,93,69
"Student 7918",2017,166,68,"French",54,100,68,60,73,98,71,69
"Student 7919",2017,172,70,"Spanish",75,100,79,64,71,78,91,44
"Student 7920",2017,166,65,"Hindi",74,69,61,75,76,89,70,58
"Student 7921",2017,175,58,"Hindi",67,99,85,88,87,86,71,52
"Student 7922",2017,178,84,"Hindi",75,72,71,55,69,74,64,66
"Student 7923",2017,175,66,"Hindi",62,71,74,68,71,68,63,43
"Student 7924",2017,168,68,"Hindi",41,55,75,69,56,80,82,58
"Student 7925",2017,168,82,"Hindi",79,78,60,73,96,70,57,56
"Student 7926",2017,173,57,"Hindi",68,78,78,58,69,72,78,72
"Student 7927",2017,165,59,"Hindi",58,59,66,53,68,55,89,58
"Student 7928",2017,162,73,"Spanish",61,83,74,68,49,68,50,87
"Student 7929",2017,176,60,"Hindi",61,43,97,60,61,71,82,59
"Student 7930",2017,172,55,"French",67,49,77,72,84,71,85,56
"Student 7931",2017,173,70,"Spanish",71,75,75,74,68,80,73,65
"Student 7932",2017,180,68,"Hindi",66,81,77,73,55,60,80,67
"Student 7933",2017,175,66,"German",64,46,60,60,78,100,79,79
"Student 7934",2017,176,80,"Hindi",77,86,73,79,99,69,60,65
"Student 7935",2017,165,62,"Hindi",89,64,68,53,96,85,87,53
"Student 7936",2017,172,78,"Hindi",87,75,77,81,70,85,68,61
"Student 7937",2017,169,54,"Hindi",65,63,78,74,91,80,77,70
"Student 7938",2017,172,53,"Hindi",66,75,57,70,65,79,60,79
"Student 7939",2017,175,48,"French",71,56,60,66,100,76,73,76
"Student 7940",2017,179,78,"French",71,53,79,69,100,80,63,66
"Student 7941",2017,173,73,"Hindi",62,66,63,59,82,86,92,37
"Student 7942",2017,171,84,"German",52,65,68,86,79,91,65,65
"Student 7943",2017,176,64,"Hindi",68,52,61,52,85,83,75,67
"Student 7944",2017,174,79,"German",68,64,66,61,67,100,91,81
"Student 7945",2017,175,77,"Spanish",71,62,71,71,95,76,62,76
"Student 7946",2017,168,53,"German",55,79,73,91,68,69,60,80
"Student 7947",2017,167,59,"Hindi",75,63,87,48,79,72,87,84
"Student 7948",2017,173,64,"French",64,57,66,68,88,70,73,51
"Student 7949",2017,171,72,"Hindi",63,46,72,59,86,78,100,43
"Student 7950",2017,177,98,"French",75,84,62,68,77,100,60,70
"Student 7951",2017,182,92,"Hindi",69,80,80,61,74,77,66,75
"Student 7952",2017,167,75,"Hindi",70,74,64,60,63,77,72,60
"Student 7953",2017,168,73,"Spanish",66,86,63,86,65,70,78,76
"Student 7954",2017,171,81,"Hindi",68,66,71,76,81,72,81,60
"Student 7955",2017,172,74,"German",60,62,68,67,78,63,69,77
"Student 7956",2017,169,70,"German",59,83,79,59,70,81,62,86
"Student 7957",2017,169,74,"Hindi",57,67,85,66,71,83,68,73
"Student 7958",2017,167,60,"Hindi",59,65,73,67,93,58,81,65
"Student 7959",2017,178,81,"French",49,76,75,66,77,84,76,66
"Student 7960",2017,175,70,"Spanish",62,98,71,78,83,77,78,63
"Student 7961",2017,173,80,"German",75,87,80,56,68,65,75,71
"Student 7962",2017,169,84,"French",73,85,70,51,69,49,72,45
"Student 7963",2017,173,78,"Hindi",73,92,75,56,74,67,58,71
"Student 7964",2017,172,64,"German",83,88,76,66,74,87,69,80
"Student 7965",2017,167,53,"Hindi",63,65,68,63,100,74,68,56
"Student 7966",2017,168,71,"French",62,69,68,67,73,74,90,75
"Student 7967",2017,171,65,"Spanish",74,73,56,75,59,68,72,82
"Student 7968",2017,170,74,"German",63,90,66,78,81,90,66,61
"Student 7969",2017,176,75,"Hindi",90,91,60,70,68,76,75,51
"Student 7970",2017,164,66,"German",63,92,63,66,71,69,74,80
"Student 7971",2017,174,73,"French",76,93,58,75,66,77,61,68
"Student 7972",2017,174,80,"Hindi",72,69,58,69,79,66,97,41
"Student 7973",2017,169,87,"Hindi",75,79,59,65,78,81,55,53
"Student 7974",2017,177,88,"Hindi",68,51,76,64,76,76,77,86
"Student 7975",2017,175,76,"French",75,62,76,79,73,78,61,28
"Student 7976",2017,171,74,"German",66,87,66,74,59,47,81,61
"Student 7977",2017,175,68,"Spanish",70,100,80,56,95,65,68,83
"Student 7978",2017,181,72,"Spanish",79,76,82,67,59,81,67,69
"Student 7979",2017,174,74,"Hindi",91,83,68,53,74,84,49,65
"Student 7980",2017,171,77,"French",70,34,78,79,65,76,68,83
"Student 7981",2017,164,81,"German",66,60,75,57,94,87,70,44
"Student 7982",2017,170,86,"Hindi",76,92,72,59,100,79,82,69
"Student 7983",2017,175,77,"Spanish",54,83,73,77,80,71,89,84
"Student 7984",2017,178,91,"French",77,54,60,66,69,73,81,54
"Student 7985",2017,171,85,"French",75,81,75,79,84,88,67,31
"Student 7986",2017,172,61,"Hindi",90,71,69,60,50,73,72,51
"Student 7987",2017,169,59,"Spanish",61,64,72,73,76,72,81,59
"Student 7988",2017,170,62,"Spanish",76,69,82,70,90,76,84,68
"Student 7989",2017,183,97,"French",65,66,49,69,92,96,79,50
"Student 7990",2017,166,50,"German",68,49,67,84,69,69,72,71
"Student 7991",2017,178,64,"Hindi",62,94,73,69,83,73,76,69
"Student 7992",2017,176,75,"French",69,77,74,73,74,73,77,71
"Student 7993",2017,174,84,"Hindi",63,82,82,61,68,65,73,54
"Student 7994",2017,166,67,"Hindi",71,90,75,69,71,85,63,79
"Student 7995",2017,175,58,"Spanish",79,81,81,77,92,68,71,62
"Student 7996",2017,171,85,"French",58,54,72,73,86,73,82,74
"Student 7997",2017,167,70,"Hindi",57,43,73,69,100,98,69,76
"Student 7998",2017,171,77,"French",62,66,66,74,74,44,77,59
"Student 7999",2017,172,64,"Hindi",76,73,61,70,65,71,63,54
"Student 8000",2017,174,65,"French",55,42,77,68,85,75,94,72
"Student 8001",2017,166,66,"French",64,84,69,63,66,64,91,48
"Student 8002",2017,172,73,"Hindi",69,58,62,67,58,65,82,73
"Student 8003",2017,172,72,"Hindi",69,60,61,79,57,48,60,49
"Student 8004",2017,168,63,"French",55,84,73,55,75,87,96,91
"Student 8005",2017,172,66,"French",72,90,88,77,94,88,67,70
"Student 8006",2017,178,54,"French",66,86,80,76,76,84,61,65
"Student 8007",2017,166,51,"Spanish",83,88,80,68,63,73,79,75
"Student 8008",2017,168,68,"Hindi",61,34,69,68,68,79,73,52
"Student 8009",2017,171,73,"German",65,67,64,72,85,84,69,33
"Student 8010",2017,172,71,"Spanish",75,89,64,71,66,88,61,52
"Student 8011",2017,174,65,"German",91,22,75,68,75,69,76,45
"Student 8012",2017,174,64,"German",78,64,80,67,87,73,79,66
"Student 8013",2017,176,78,"Spanish",86,61,72,82,86,72,66,67
"Student 8014",2017,174,71,"French",71,72,73,50,94,61,73,79
"Student 8015",2017,170,59,"Spanish",77,93,68,69,58,73,78,74
"Student 8016",2017,176,78,"French",86,61,77,77,80,72,67,54
"Student 8017",2017,169,71,"Spanish",76,76,72,62,61,77,72,54
"Student 8018",2017,176,72,"Spanish",64,74,76,57,63,76,71,72
"Student 8019",2017,173,66,"German",67,66,76,56,85,66,65,81
"Student 8020",2017,171,64,"German",64,85,72,68,77,82,76,62
"Student 8021",2017,172,66,"Hindi",62,79,60,70,80,75,73,63
"Student 8022",2017,164,54,"Spanish",76,76,77,63,71,75,74,71
"Student 8023",2017,169,84,"Hindi",69,76,65,78,73,93,59,74
"Student 8024",2017,168,85,"Hindi",76,86,78,58,66,61,53,70
"Student 8025",2017,173,60,"German",67,61,69,68,64,80,87,63
"Student 8026",2017,173,67,"German",76,62,59,68,63,65,75,56
"Student 8027",2017,172,86,"French",83,82,70,65,78,93,75,64
"Student 8028",2017,176,59,"German",78,100,62,58,76,80,75,71
"Student 8029",2017,172,64,"Hindi",76,65,64,74,82,84,78,81
"Student 8030",2018,169,86,"Spanish",71,50,68,68,72,57,74,67
"Student 8031",2018,173,62,"Spanish",68,65,67,62,83,67,71,88
"Student 8032",2018,157,51,"Hindi",59,51,68,54,77,49,78,70
"Student 8033",2018,169,66,"French",66,85,74,54,93,95,64,85
"Student 8034",2018,172,69,"French",72,70,78,74,71,87,71,71
"Student 8035",2018,177,83,"Hindi",84,95,66,68,99,76,82,47
"Student 8036",2018,173,66,"Hindi",79,95,70,65,75,65,75,82
"Student 8037",2018,172,48,"Hindi",60,68,69,65,49,83,47,68
"Student 8038",2018,178,69,"German",68,57,58,60,96,54,68,79
"Student 8039",2018,171,67,"French",59,61,68,72,66,62,64,94
"Student 8040",2018,169,73,"German",78,83,84,57,71,59,55,94
"Student 8041",2018,174,76,"German",60,100,70,64,76,80,74,62
"Student 8042",2018,163,69,"Hindi",72,72,64,59,83,75,59,60
"Student 8043",2018,183,85,"German",82,100,78,65,54,92,70,61
"Student 8044",2018,180,82,"Hindi",57,83,79,69,78,80,62,48
"Student 8045",2018,169,63,"Hindi",79,41,61,73,78,63,79,74
"Student 8046",2018,175,72,"French",72,49,76,62,58,93,87,58
"Student 8047",2018,171,83,"German",72,90,72,67,76,89,80,50
"Student 8048",2018,183,61,"German",63,72,66,60,90,73,77,63
"Student 8049",2018,170,76,"German",45,62,60,65,78,73,65,75
"Student 8050",2018,180,86,"German",62,66,64,63,78,83,70,63
"Student 8051",2018,175,58,"French",89,58,70,68,93,66,76,47
"Student 8052",2018,175,65,"Hindi",76,55,84,80,67,85,79,58
"Student 8053",2018,173,64,"French",71,90,75,74,79,62,75,86
"Student 8054",2018,180,82,"French",73,84,73,73,89,81,57,53
"Student 8055",2018,172,59,"German",72,59,78,61,60,78,65,49
"Student 8056",2018,173,73,"Hindi",83,75,75,66,78,60,83,75
"Student 8057",2018,166,69,"Hindi",80,68,87,76,83,78,70,67
"Student 8058",2018,175,89,"German",82,59,64,77,79,89,71,94
"Student 8059",2018,168,79,"German",64,86,60,58,74,82,64,54
"Student 8060",2018,173,73,"German",70,73,80,62,66,73,67,47
"Student 8061",2018,172,77,"Hindi",64,88,68,58,65,76,85,42
"Student 8062",2018,170,68,"German",53,76,69,55,57,64,88,61
"Student 8063",2018,175,69,"Spanish",60,70,71,62,68,81,78,77
"Student 8064",2018,185,89,"French",74,68,78,57,77,72,57,63
"Student 8065",2018,168,86,"Spanish",81,61,68,60,69,67,87,64
"Student 8066",2018,167,81,"German",64,65,75,46,67,72,56,69
"Student 8067",2018,171,87,"Hindi",69,53,78,59,77,61,65,78
"Student 8068",2018,175,74,"German",63,51,63,78,58,94,71,70
"Student 8069",2018,174,72,"Hindi",82,59,75,81,51,62,84,64
"Student 8070",2018,174,88,"Hindi",84,54,80,78,90,81,85,50
"Student 8071",2018,178,77,"French",76,45,74,80,70,81,72,60
"Student 8072",2018,175,74,"Hindi",63,73,76,67,100,66,69,70
"Student 8073",2018,167,65,"Hindi",71,81,77,69,75,71,86,71
"Student 8074",2018,167,58,"French",67,65,67,75,74,80,68,64
"Student 8075",2018,175,56,"German",68,44,76,75,72,80,82,58
"Student 8076",2018,165,65,"French",77,63,63,79,100,49,74,50
"Student 8077",2018,176,63,"Spanish",67,80,81,80,65,70,80,80
"Student 8078",2018,170,65,"French",69,78,69,80,62,85,71,74
"Student 8079",2018,180,74,"German",69,76,55,61,58,72,51,79
"Student 8080",2018,170,60,"German",77,64,72,59,89,80,74,66
"Student 8081",2018,171,64,"German",60,83,72,67,95,70,72,40
"Student 8082",2018,167,56,"French",64,59,94,66,77,72,61,79
"Student 8083",2018,175,76,"French",91,54,76,70,70,72,83,63
"Student 8084",2018,175,68,"Spanish",57,84,71,66,50,70,79,66
"Student 8085",2018,173,90,"German",76,82,74,66,78,74,77,40
"Student 8086",2018,172,89,"Hindi",71,47,70,63,92,64,74,86
"Student 8087",2018,175,88,"Hindi",64,65,68,66,82,79,80,83
"Student 8088",2018,175,71,"Hindi",59,56,75,66,86,65,82,64
"Student 8089",2018,170,59,"French",90,77,77,71,82,55,72,53
"Student 8090",2018,173,60,"Spanish",72,75,78,86,81,79,72,94
"Student 8091",2018,175,65,"Spanish",74,85,80,75,70,78,73,63
"Student 8092",2018,173,80,"French",73,100,73,66,88,64,78,49
"Student 8093",2018,169,52,"Hindi",76,91,70,73,75,81,74,82
"Student 8094",2018,168,68,"Hindi",82,83,68,59,69,69,58,66
"Student 8095",2018,176,68,"Spanish",58,78,74,54,87,67,69,61
"Student 8096",2018,171,70,"Hindi",67,76,73,57,60,86,75,51
"Student 8097",2018,172,89,"German",60,64,66,63,66,68,76,74
"Student 8098",2018,172,69,"French",59,63,75,67,76,58,71,85
"Student 8099",2018,168,59,"French",66,77,74,75,80,75,72,75
"Student 8100",2018,169,48,"Hindi",82,55,58,62,91,63,70,68
"Student 8101",2018,172,75,"French",59,96,58,68,65,58,89,72
"Student 8102",2018,165,62,"Spanish",78,73,62,73,77,73,84,71
"Student 8103",2018,176,70,"German",68,73,68,68,81,82,76,83
"Student 8104",2018,172,70,"French",70,60,71,77,93,84,66,60
"Student 8105",2018,174,74,"Hindi",91,46,74,73,64,74,93,81
"Student 8106",2018,174,66,"Hindi",91,67,41,56,55,76,53,51
"Student 8107",2018,171,79,"Spanish",63,58,74,72,71,68,79,70
"Student 8108",2018,170,65,"Spanish",68,63,65,83,64,73,76,60
"Student 8109",2018,173,75,"German",77,57,68,81,82,75,82,49
"Student 8110",2018,175,65,"German",62,51,60,61,81,80,79,46
"Student 8111",2018,161,41,"French",64,71,76,68,89,67,81,80
"Student 8112",2018,168,70,"Spanish",64,88,69,67,98,76,63,75
"Student 8113",2018,170,83,"Spanish",78,62,70,52,77,74,83,55
"Student 8114",2018,171,78,"Hindi",47,92,55,64,77,100,71,56
"Student 8115",2018,167,72,"Spanish",72,88,89,62,73,63,68,68
"Student 8116",2018,175,68,"Hindi",59,89,77,61,67,94,87,38
"Student 8117",2018,177,72,"Hindi",56,58,62,69,85,84,69,86
"Student 8118",2018,173,67,"French",89,82,66,53,80,65,71,60
"Student 8119",2018,180,61,"Hindi",73,73,69,62,82,68,78,64
"Student 8120",2018,170,70,"German",62,69,71,83,73,92,75,63
"Student 8121",2018,176,67,"German",60,82,79,66,43,91,89,83
"Student 8122",2018,173,70,"Hindi",63,57,67,75,86,78,80,76
"Student 8123",2018,172,76,"French",76,73,75,57,75,93,77,64
"Student 8124",2018,169,50,"German",74,87,77,57,74,78,76,48
"Student 8125",2018,179,60,"German",80,80,76,47,78,68,79,94
"Student 8126",2018,172,84,"French",57,55,74,64,76,83,77,64
"Student 8127",2018,177,90,"German",75,36,78,67,65,60,79,76
"Student 8128",2018,178,81,"Hindi",59,81,79,57,71,87,73,46
"Student 8129",2018,179,71,"German",65,65,68,75,86,90,62,87
"Student 8130",2018,183,114,"French",66,71,72,65,93,71,85,61
"Student 8131",2018,176,77,"Hindi",76,70,71,73,73,86,66,84
"Student 8132",2018,181,76,"Spanish",84,49,57,63,70,77,83,66
"Student 8133",2018,170,78,"French",74,87,73,67,80,82,91,49
"Student 8134",2018,168,81,"Hindi",62,71,83,66,67,66,72,63
"Student 8135",2018,173,93,"Hindi",79,72,71,81,78,66,80,63
"Student 8136",2018,176,74,"German",80,44,64,85,49,80,71,76
"Student 8137",2018,161,65,"Hindi",86,56,72,75,78,87,54,62
"Student 8138",2018,172,70,"Hindi",77,42,72,67,66,76,73,73
"Student 8139",2018,178,102,"German",55,100,69,59,65,77,63,66
"Student 8140",2018,176,75,"German",53,100,75,71,77,52,91,53
